epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,1290.77,0.00877,1.1829,1.73623,0.72953,0.78745,0.79882,0.45201,0.00991,1.12388,1.89444,0.00280947,0.00280947,0.00280947
140,1299.94,0.00884,1.17923,1.72413,0.74044,0.7495,0.79966,0.45312,0.01008,1.09877,1.90507,0.00275737,0.00275737,0.00275737
141,1309.13,0.00874,1.17716,1.71682,0.72025,0.75105,0.78509,0.45001,0.00998,1.12522,1.8988,0.00270526,0.00270526,0.00270526
142,1318.31,0.00881,1.17586,1.7356,0.83272,0.70457,0.80214,0.45107,0.00998,1.11003,1.88316,0.00265316,0.00265316,0.00265316
143,1327.54,0.00895,1.20013,1.75573,0.72903,0.76843,0.78876,0.45471,0.00992,1.1,1.87535,0.00260105,0.00260105,0.00260105
144,1336.76,0.00876,1.18321,1.72014,0.6731,0.77937,0.78727,0.44752,0.01006,1.08363,1.8872,0.00254895,0.00254895,0.00254895
145,1345.98,0.00871,1.17179,1.71231,0.78901,0.72845,0.78818,0.44784,0.01015,1.09508,1.90979,0.00249684,0.00249684,0.00249684
146,1355.23,0.00879,1.17238,1.72319,0.66125,0.77108,0.77557,0.43963,0.01025,1.08518,1.93376,0.00244474,0.00244474,0.00244474
147,1364.59,0.00874,1.16808,1.72785,0.7348,0.76906,0.80371,0.45733,0.01002,1.08141,1.90211,0.00239263,0.00239263,0.00239263
148,1373.96,0.00873,1.14374,1.71382,0.71481,0.76172,0.78739,0.45733,0.00995,1.09139,1.90675,0.00234053,0.00234053,0.00234053
149,1383.18,0.00872,1.16346,1.71339,0.74475,0.75465,0.80291,0.45808,0.01012,1.07684,1.91669,0.00228842,0.00228842,0.00228842
150,1392.47,0.00874,1.15061,1.71959,0.75526,0.76946,0.81244,0.46415,0.00992,1.07668,1.88781,0.00223632,0.00223632,0.00223632
151,1401.68,0.00871,1.14934,1.7167,0.72706,0.76054,0.80181,0.45762,0.01,1.09536,1.90554,0.00218421,0.00218421,0.00218421
152,1410.85,0.00866,1.16,1.70766,0.70302,0.75537,0.78646,0.44583,0.01013,1.12972,1.9191,0.00213211,0.00213211,0.00213211
153,1420.03,0.00861,1.12537,1.69872,0.77844,0.74093,0.81041,0.46102,0.00992,1.07144,1.90082,0.00208,0.00208,0.00208
154,1429.23,0.00875,1.14911,1.70705,0.73348,0.74175,0.79723,0.46392,0.00999,1.07307,1.90827,0.00202789,0.00202789,0.00202789
155,1438.42,0.00866,1.14461,1.70796,0.81497,0.69441,0.80042,0.46403,0.00987,1.07721,1.89799,0.00197579,0.00197579,0.00197579
156,1447.6,0.00863,1.1292,1.70744,0.71591,0.77949,0.80063,0.45996,0.01001,1.07889,1.90635,0.00192368,0.00192368,0.00192368
157,1456.79,0.00871,1.14544,1.7214,0.77783,0.746,0.81171,0.46289,0.00999,1.06645,1.8966,0.00187158,0.00187158,0.00187158
158,1465.95,0.00866,1.12981,1.70355,0.71705,0.77357,0.80328,0.46454,0.01003,1.08373,1.91102,0.00181947,0.00181947,0.00181947
159,1475.11,0.00855,1.13559,1.71644,0.78318,0.74154,0.80171,0.45985,0.00993,1.07793,1.89939,0.00176737,0.00176737,0.00176737
160,1484.25,0.00871,1.13638,1.71962,0.72441,0.76635,0.80545,0.46108,0.01,1.08399,1.915,0.00171526,0.00171526,0.00171526
161,1493.45,0.0086,1.13451,1.70543,0.6617,0.79123,0.7893,0.4606,0.00986,1.08319,1.89792,0.00166316,0.00166316,0.00166316
162,1502.61,0.0085,1.11756,1.6838,0.74588,0.75503,0.8067,0.4641,0.00986,1.06555,1.8854,0.00161105,0.00161105,0.00161105
163,1511.88,0.00863,1.11531,1.70031,0.71129,0.78621,0.79363,0.47216,0.00984,1.0683,1.89278,0.00155895,0.00155895,0.00155895
164,1521.02,0.00861,1.119,1.71637,0.75741,0.72938,0.78934,0.45557,0.01002,1.08693,1.90365,0.00150684,0.00150684,0.00150684
165,1530.19,0.00857,1.13067,1.70024,0.76678,0.77896,0.81262,0.47065,0.00973,1.05598,1.88082,0.00145474,0.00145474,0.00145474
166,1539.33,0.0085,1.12584,1.69907,0.69858,0.79185,0.80194,0.46839,0.00983,1.07673,1.89218,0.00140263,0.00140263,0.00140263
167,1548.48,0.00841,1.1005,1.6771,0.73151,0.76267,0.80075,0.46989,0.00984,1.05734,1.88906,0.00135053,0.00135053,0.00135053
168,1557.64,0.00856,1.11639,1.69382,0.68183,0.77208,0.78822,0.46289,0.01006,1.06985,1.91833,0.00129842,0.00129842,0.00129842
169,1566.84,0.00859,1.10782,1.69475,0.70683,0.77736,0.79681,0.45994,0.00994,1.06154,1.89341,0.00124632,0.00124632,0.00124632
170,1576.03,0.00857,1.11602,1.69684,0.71597,0.77997,0.80299,0.46232,0.00996,1.07265,1.89712,0.00119421,0.00119421,0.00119421
171,1585.25,0.00851,1.11417,1.6877,0.69766,0.78411,0.78967,0.45818,0.00991,1.07982,1.89722,0.00114211,0.00114211,0.00114211
172,1594.44,0.00841,1.10531,1.68824,0.73215,0.77414,0.79652,0.45552,0.01,1.07971,1.90823,0.00109,0.00109,0.00109
173,1603.63,0.00843,1.11498,1.67812,0.71544,0.77661,0.80209,0.46187,0.00996,1.06785,1.91072,0.00103789,0.00103789,0.00103789
